txn_id,sender_id,receiver_id,amount_inr,timestamp,device_fingerprint
e2e33dc4-87e7-41ea-a97a-22226cb265bc,ACC_0197,ACC_0125,10004.07,2024-06-01T18:23:00,DEV_01270
12d2bbdc-9992-460b-903d-77795f8981ba,ACC_0027,ACC_0004,28915.6,2024-06-02T17:02:00,DEV_03922
9f692529-4f59-4eed-8585-2632bc768988,ACC_0070,ACC_0114,33265.3,2024-06-02T18:09:00,DEV_04974
5f8bbda7-e985-439c-8be4-0465f2afb68d,ACC_0076,ACC_0059,18363.25,2024-06-02T05:38:00,DEV_00116
3e124497-48ff-4fd9-af10-da686670dd12,ACC_0074,ACC_0166,3428.49,2024-06-01T15:06:00,DEV_04704
8dd3c492-04c5-41e8-b877-7737be210b0f,ACC_0087,ACC_0117,20236.75,2024-06-01T15:29:00,DEV_02561
9bf59672-7f79-4b59-8087-a2d2f639dd74,ACC_0146,ACC_0159,3481.34,2024-06-01T15:46:00,DEV_01703
f78f7d4b-8431-426e-bed4-29e588147ec4,ACC_0136,ACC_0089,21562.01,2024-06-02T22:34:00,DEV_02710
808e489d-f6fd-49f4-b352-f77ba8f2f27a,ACC_0044,ACC_0045,4408.85,2024-06-02T11:06:00,DEV_01973
5b702bc5-e55e-4aba-ab3d-15644b87251b,ACC_0197,ACC_0147,21120.63,2024-06-03T04:37:00,DEV_00249
1931fff9-5046-496e-807e-3b681dcd9353,ACC_0004,ACC_0108,41204.56,2024-06-01T16:12:00,DEV_03552
4a985480-6d17-414e-8bc4-cfaee009c621,ACC_0128,ACC_0161,27505.54,2024-06-03T04:49:00,DEV_02475
9dea2946-0506-46f9-9859-101227d91a08,ACC_0157,ACC_0082,8543.69,2024-06-03T03:05:00,DEV_02452
8ca1e6cb-e1aa-4fde-8007-80e8fc486009,ACC_0161,ACC_0081,7972.24,2024-06-01T13:39:00,DEV_03842
1c0c300f-aff6-4a86-bd77-2435f5efb208,ACC_0131,ACC_0127,4999.92,2024-06-01T12:12:00,DEV_00899
125b201b-dc49-40ef-859f-24007e31194f,ACC_0147,ACC_0167,9817.67,2024-06-03T02:18:00,DEV_03897
c1fc40dc-d8e2-4fc3-8e15-fd16975deb3c,ACC_0088,ACC_0183,4674.21,2024-06-03T05:06:00,DEV_01414
f600abb8-f05e-48b0-9c94-3cb992aec0ff,ACC_0075,ACC_0030,20548.69,2024-06-02T07:10:00,DEV_01408
6c4e4230-2262-40c0-b731-b3f1cde0a66b,ACC_0127,ACC_0113,4481.79,2024-06-01T11:43:00,DEV_03540
1c861133-b49e-431c-bbc7-9245d3676055,ACC_0057,ACC_0086,39065.56,2024-06-01T14:12:00,DEV_04182
5ac44407-872d-47d4-bb0d-437c1de529ce,ACC_0183,ACC_0086,40295.51,2024-06-02T20:27:00,DEV_03744
221d7426-6c2e-4207-bed2-e7801d7cfa37,ACC_0152,ACC_0149,8132.46,2024-06-03T05:58:00,DEV_04958
fd33e68c-a78a-460f-998d-072ba5affae3,ACC_0200,ACC_0136,45964.51,2024-06-03T01:53:00,DEV_02656
06eb053a-10a3-4d91-bb8e-f05eef22f46c,ACC_0007,ACC_0046,36959.2,2024-06-02T07:40:00,DEV_03373
daffc7c4-a25d-4d58-b7be-351400cfd1ca,ACC_0155,ACC_0184,21592.32,2024-06-03T08:05:00,DEV_03637
2d31f96d-60cf-49f2-8063-2b8a51a18e60,ACC_0164,ACC_0160,23126.67,2024-06-01T16:34:00,DEV_04095
6e58c18b-1e67-481f-bf93-2606070ffd08,ACC_0193,ACC_0108,12987.19,2024-06-01T14:35:00,DEV_03853
f0fc7439-db29-4ad4-879a-a921767f3b10,ACC_0006,ACC_0024,47288.08,2024-06-02T19:30:00,DEV_03746
c29b472c-81bd-4a94-8997-49db59657d7b,ACC_0148,ACC_0185,15979.08,2024-06-01T19:52:00,DEV_04082
b6d3c833-a98a-42a1-afde-34a1d2c29c08,ACC_0117,ACC_0088,8291.6,2024-06-02T06:16:00,DEV_02658
05fc5628-de09-472a-8f53-61c2903076a6,ACC_0119,ACC_0149,27938.11,2024-06-01T11:48:00,DEV_03685
baa4b12b-eb89-47d0-b635-471770dd1ae5,ACC_0035,ACC_0119,33544.43,2024-06-02T23:09:00,DEV_04878
f73fe6cf-8209-428e-8ba3-4b5e9a191e1c,ACC_0130,ACC_0069,41116.38,2024-06-02T04:18:00,DEV_02446
b952fe7f-1901-4279-a7f6-56e3a250a84e,ACC_0195,ACC_0181,23720.48,2024-06-03T03:00:00,DEV_00044
0205bc2d-2615-469d-81a6-5fd5d978b3f8,ACC_0069,ACC_0022,36489.8,2024-06-01T14:23:00,DEV_03528
cddc763b-fd29-479c-a14b-8c000ef218ea,ACC_0119,ACC_0098,13862.15,2024-06-03T04:41:00,DEV_04563
9f5e0830-08f3-4de9-b221-5029fbcd528a,ACC_0188,ACC_0152,13785.31,2024-06-02T01:45:00,DEV_00710
1748ab91-ec4f-4b0d-a025-37034e61c691,ACC_0073,ACC_0132,33360.1,2024-06-03T03:16:00,DEV_02746
71518557-21a1-4b60-b6c9-8786cca22fcc,ACC_0116,ACC_0129,11466.49,2024-06-03T02:59:00,DEV_00356
6feff408-33df-4959-bdfd-4ed34d0fb93c,ACC_0012,ACC_0091,27527.13,2024-06-03T04:52:00,DEV_01435
d00f6d3f-932a-4916-bc75-caf1b7a0d7a5,ACC_0088,ACC_0072,44074.96,2024-06-03T08:52:00,DEV_02264
b72bdf0c-df88-40a7-bbfb-f3b18e4a6ba5,ACC_0126,ACC_0182,28364.19,2024-06-02T17:25:00,DEV_00137
189eb303-c0cc-4aff-bdcb-e8ed01e8cec2,ACC_0117,ACC_0074,21438.45,2024-06-02T22:56:00,DEV_03987
d09b68f3-13a8-4462-a252-2e9181bda558,ACC_0058,ACC_0110,42334.34,2024-06-03T03:26:00,DEV_04561
f30ab7d5-5afd-41be-9003-106f3b85f099,ACC_0169,ACC_0103,3944.41,2024-06-03T04:13:00,DEV_00252
cd776f6c-ed43-4704-8e48-6ad269b98ec2,ACC_0087,ACC_0145,2539.08,2024-06-01T10:56:00,DEV_00666
b6280003-2f85-4de4-b997-927420130bfd,ACC_0006,ACC_0196,33777.27,2024-06-02T03:23:00,DEV_04721
cf5ab9c2-659f-4af4-a060-444567cd61ea,ACC_0018,ACC_0063,18791.22,2024-06-01T19:46:00,DEV_03590
61fa87b0-91c9-49bd-8e2d-98438cc0a91b,ACC_0200,ACC_0176,23498.37,2024-06-03T08:28:00,DEV_03921
b290433f-c8fb-492f-8ab6-fcdb145f33f9,ACC_0020,ACC_0037,37829.74,2024-06-02T00:24:00,DEV_03256
1d1ab367-740b-4c8e-a5e6-a955ce362d19,ACC_0116,ACC_0196,27717.38,2024-06-03T03:32:00,DEV_00974
7efb0ba6-b7c9-4f61-8f51-4be68d6a237f,ACC_0149,ACC_0068,2393.69,2024-06-03T01:43:00,DEV_03560
9d0c8adc-d13b-4b8d-9300-845edc4b3410,MULE_A3,MULE_A1,56275.26,2024-06-01T09:56:00,MULE_DEV_L3A
53578607-828a-4ada-8a5e-8d089baaff7d,ACC_0025,ACC_0143,34079.1,2024-06-02T04:23:00,DEV_02065
7771786e-ae99-41e2-806c-2bd39e8be285,ACC_0081,ACC_0148,21749.14,2024-06-02T12:36:00,DEV_03422
6d2b5368-5710-4d99-beca-dc4631c6a5c0,ACC_0083,ACC_0005,9125.01,2024-06-01T12:34:00,DEV_01039
a162fe99-d4bf-41c8-95ac-e208356762f2,ACC_0156,ACC_0037,15972.52,2024-06-02T06:47:00,DEV_02830
f0b66b50-33a8-4263-b6d6-1f016f954f64,ACC_0062,ACC_0045,27823.06,2024-06-01T19:41:00,DEV_00022
faf34657-342c-4f0f-a460-7d87eb901544,ACC_0112,ACC_0028,12543.92,2024-06-03T01:12:00,DEV_03281
688ee0e2-f84c-4593-8ac4-d76e2db87210,ACC_0187,ACC_0156,26624.16,2024-06-01T16:35:00,DEV_02361
1a69633e-85d4-47be-b723-b343ce6c4263,ACC_0025,ACC_0169,21836.6,2024-06-02T13:54:00,DEV_03368
1172d825-5afc-49d6-9683-70ab61a8974f,SMURF_07,MULE_AGG,5367.16,2024-06-01T09:30:00,MULE_DEV_SMURF
474d3d8a-4a51-4c77-a757-0354b54aedcd,ACC_0014,ACC_0162,32540.97,2024-06-01T13:29:00,DEV_02701
48a3aa11-db1d-42cd-9fec-0616022a63eb,ACC_0054,ACC_0144,16589.63,2024-06-03T06:12:00,DEV_03919
efe8422b-47aa-4f6c-993e-cb891c485805,ACC_0015,ACC_0091,25612.67,2024-06-02T06:11:00,DEV_03783
f40b3f23-c385-436e-8a80-f5a38593a2cc,ACC_0155,ACC_0047,27500.44,2024-06-02T06:55:00,DEV_00841
2600e1a7-f2b1-4232-afca-29b592379ffd,ACC_0096,ACC_0065,37491.42,2024-06-02T09:22:00,DEV_00554
e6b21e07-51ef-4270-a0ef-a750da68abf7,ACC_0185,ACC_0037,20793.53,2024-06-03T05:41:00,DEV_01265
a4bb9769-10a7-4fbd-a845-9647776a4051,ACC_0143,ACC_0003,26072.53,2024-06-01T22:02:00,DEV_00702
f03b5ef2-2016-43bf-9fd6-ace3befca976,MULE_A1,MULE_A2,78717.13,2024-06-01T09:40:00,MULE_DEV_L3A
4812d9a7-f0c5-48ff-beca-ba625465376c,MULE_C1,MULE_C2,88008.91,2024-06-01T09:06:00,MULE_DEV_L3C
7bd527fc-2b8d-405c-b7f8-74ff417adc3b,ACC_0041,ACC_0194,31082.37,2024-06-03T07:00:00,DEV_00669
9d4836bb-1045-4e43-9c79-df12f4c46f01,MULE_D1,MULE_D2,109370.85,2024-06-01T09:01:00,MULE_DEV_L4
3ac6292f-a505-4f5e-8fd4-a1e597afd3d1,ACC_0076,ACC_0180,15113.63,2024-06-03T05:56:00,DEV_03243
76065d05-50ac-4bdb-afc3-4c5b2aa41cf6,ACC_0090,ACC_0187,47931.1,2024-06-03T05:03:00,DEV_01210
5dc1a1f7-2aea-4a38-a266-92f20c526e9c,ACC_0103,ACC_0034,38152.16,2024-06-02T20:09:00,DEV_04602
b3642a9c-bf3f-4508-847d-189337106162,ACC_0071,ACC_0164,49010.37,2024-06-01T12:54:00,DEV_00615
4c5f0a1c-79ee-412e-a8ed-690f08fb4bd5,ACC_0160,ACC_0194,25174.91,2024-06-02T15:10:00,DEV_00423
95c9ea55-00aa-4ac4-bc01-d9a8d4749925,ACC_0113,ACC_0088,9625.82,2024-06-01T12:30:00,DEV_02069
68e1056e-b231-40d4-bcd7-76ba668b6e6c,ACC_0012,ACC_0165,38664.84,2024-06-02T03:04:00,DEV_01727
88171527-f22c-4a28-9f41-8ba3336587ce,ACC_0169,ACC_0124,11599.9,2024-06-01T16:23:00,DEV_02869
bb769f32-8256-41e8-a65f-084c29012112,ACC_0160,ACC_0081,33337.02,2024-06-01T17:30:00,DEV_02461
dbab157d-d0cf-4347-9680-4e045f80acef,ACC_0125,ACC_0135,33522.39,2024-06-01T12:06:00,DEV_01807
d705cd74-efd5-464e-af03-76c68ad8a2b3,ACC_0163,ACC_0030,26764.41,2024-06-01T22:14:00,DEV_02863
d40091a5-ad87-4ee6-bf8e-d2f7118ce446,ACC_0029,ACC_0076,22020.45,2024-06-02T15:58:00,DEV_00027
90430b21-10a2-49f3-ab92-1df5559efe59,ACC_0174,ACC_0097,20134.0,2024-06-01T22:32:00,DEV_00623
06589971-6a04-4f5b-9777-4cd80ae859e1,ACC_0163,ACC_0109,41551.9,2024-06-01T12:00:00,DEV_00030
35b30768-630c-4d92-87b5-50911b3469dc,SMURF_01,MULE_AGG,8975.6,2024-06-01T09:27:00,MULE_DEV_SMURF
71bb8314-de32-4479-9330-4e8078acb118,ACC_0063,ACC_0038,32974.22,2024-06-01T09:22:00,DEV_00874
182a0ab9-8f9a-4c11-8d65-707143fd3a05,ACC_0053,ACC_0018,41575.15,2024-06-02T22:50:00,DEV_01698
38e78878-da69-48d3-a286-08ebd4235476,ACC_0034,ACC_0098,26862.29,2024-06-02T00:42:00,DEV_04099
d5f06521-a1da-4c64-9d31-86637b437bfa,ACC_0145,ACC_0056,23518.72,2024-06-02T02:29:00,DEV_03022
00e6eb32-b3c8-457d-b7d4-4f3dfba041ba,ACC_0049,ACC_0032,47475.09,2024-06-02T16:02:00,DEV_00751
7827a76d-608c-433c-ae3f-c4faae2a9a05,ACC_0186,ACC_0169,48237.33,2024-06-03T02:08:00,DEV_01232
918cf292-9cdb-4d95-8919-ce8d011340dd,ACC_0181,ACC_0055,3679.26,2024-06-02T12:49:00,DEV_02711
2d5d05a3-f82c-4d0d-a4e1-49e43a5a751b,ACC_0050,ACC_0184,34968.84,2024-06-02T18:44:00,DEV_03274
758184ab-75bd-4656-b280-fb210e459b37,ACC_0199,ACC_0146,30012.48,2024-06-01T12:35:00,DEV_01275
bcce4ec6-9083-4e60-bfa2-e962e4710bc2,ACC_0136,ACC_0065,48567.41,2024-06-01T09:47:00,DEV_00939
2f359724-c4c7-4b70-9c95-7e3f5c0c12b2,ACC_0140,ACC_0181,15474.3,2024-06-03T05:38:00,DEV_04334
b4fd58de-e30e-4649-93a0-c04045da7fd8,ACC_0079,ACC_0186,43668.03,2024-06-03T03:57:00,DEV_00219
11a9830c-04c2-449d-8fe3-d31f007064b6,ACC_0062,ACC_0056,29374.95,2024-06-01T12:19:00,DEV_00415
7408cbaa-b7fb-40c9-85b2-19bc49d106b3,ACC_0059,ACC_0192,4973.69,2024-06-01T15:43:00,DEV_00824
49fa5306-d45d-4589-ac82-df7c873b3cc6,ACC_0122,ACC_0063,39337.88,2024-06-02T12:47:00,DEV_01560
e246ff19-6563-460d-a0ac-893b6b1712ae,ACC_0143,ACC_0016,29529.44,2024-06-02T23:20:00,DEV_04602
7bd8db03-bea3-42b8-a4c2-cf0458e652ac,ACC_0194,ACC_0008,47504.83,2024-06-01T22:36:00,DEV_00167
e493dd9c-f8f9-4837-8eff-2dddcd44bf50,ACC_0017,ACC_0087,1541.17,2024-06-02T22:48:00,DEV_01886
4826462a-ab3b-4ae0-9820-bb3497178e75,ACC_0038,ACC_0175,12488.49,2024-06-03T00:05:00,DEV_00901
c2d0d871-d67c-4073-a4dd-678496d3d5a2,ACC_0126,ACC_0005,6037.34,2024-06-02T09:46:00,DEV_02520
67b36a71-c72c-4de9-9cbd-2da06d9da0d3,ACC_0024,ACC_0166,33686.9,2024-06-02T19:42:00,DEV_02965
ba7eced7-59a0-4e63-906f-ce996b536dcc,ACC_0189,ACC_0139,3517.34,2024-06-02T06:24:00,DEV_00469
7815d357-e0c3-4158-bd5b-740a6ae7c176,ACC_0192,ACC_0123,11092.13,2024-06-02T21:46:00,DEV_02222
78964645-dbc8-417d-a8d7-55ae7c732bea,ACC_0090,ACC_0002,9479.39,2024-06-01T18:46:00,DEV_04640
e88abead-dc15-410a-9887-f529c1c246c0,ACC_0189,ACC_0187,3582.86,2024-06-01T18:25:00,DEV_04250
87cee3d6-d840-4ec4-ac5c-a36b7fc99852,ACC_0089,ACC_0111,5988.93,2024-06-03T07:17:00,DEV_04859
ef1405d4-36be-4ecc-9b9e-528679adc991,ACC_0038,ACC_0063,26792.2,2024-06-02T23:38:00,DEV_01476
a2c532d0-a02f-46f8-b583-906a7b8d8098,ACC_0190,ACC_0108,26540.71,2024-06-01T13:20:00,DEV_03902
e95feeae-d978-49ab-81b2-38130b980a94,ACC_0166,ACC_0039,45465.46,2024-06-01T18:42:00,DEV_00585
2b5c50de-657c-4510-ad92-dc28bcd23e5d,ACC_0159,ACC_0021,21251.21,2024-06-03T00:50:00,DEV_04631
80377d56-d186-47b9-8069-1a793e691378,ACC_0185,ACC_0014,48434.76,2024-06-03T01:59:00,DEV_02560
5c404212-cc4f-46d3-8974-7edcd4e41c09,ACC_0152,ACC_0177,41612.47,2024-06-02T01:34:00,DEV_00835
947081fb-c432-4d32-a627-e15d22d44d62,ACC_0039,ACC_0156,44709.13,2024-06-01T18:32:00,DEV_02687
34ba6263-d96b-4f9f-a7e2-849117bccd44,ACC_0191,ACC_0113,44783.66,2024-06-02T11:23:00,DEV_02778
2b65c875-00a2-450a-9347-c3969c7c3147,SMURF_05,MULE_AGG,8226.73,2024-06-01T09:29:00,MULE_DEV_SMURF
073ca558-b8ea-42b5-9c60-ab248d702dad,ACC_0167,ACC_0018,39170.25,2024-06-03T05:29:00,DEV_00330
bf7819e6-d932-496f-8a0f-c5e361e37896,ACC_0032,ACC_0035,42714.05,2024-06-02T15:51:00,DEV_01415
079f7f44-0109-49cc-b91d-c5323804958f,ACC_0099,ACC_0158,21197.25,2024-06-01T19:54:00,DEV_02683
b125b624-7df4-4111-a6d6-a53392164dc8,ACC_0158,ACC_0137,5124.61,2024-06-03T04:45:00,DEV_01382
4881609d-72ad-4ddb-9206-44d35508c3d6,ACC_0016,ACC_0104,36545.84,2024-06-01T16:27:00,DEV_02037
2372b7d8-45ba-483a-8c2c-b4bdd5c363f2,ACC_0181,ACC_0054,34666.19,2024-06-02T18:22:00,DEV_02598
e4486211-f7fe-4ef0-8a90-a9281660005d,ACC_0160,ACC_0163,29474.97,2024-06-02T07:11:00,DEV_03121
135b119f-1660-49fa-b9f3-3fc1d8e256cb,ACC_0093,ACC_0099,47497.67,2024-06-01T11:12:00,DEV_04957
4615de8e-9277-4fc0-880e-9ca5e269912c,ACC_0156,ACC_0091,11340.51,2024-06-01T21:58:00,DEV_02054
94a9a6a1-9d1b-4508-a888-6560fb417bcd,ACC_0131,ACC_0181,14034.26,2024-06-02T17:56:00,DEV_03869
b2ae5e73-14ce-44ac-81e0-6c221d019e15,ACC_0043,ACC_0098,606.69,2024-06-02T11:39:00,DEV_02173
9c17c202-5405-4b5c-8467-5dadfc04e45d,ACC_0062,ACC_0068,20091.0,2024-06-03T06:51:00,DEV_02458
70606080-bf65-42cd-8fdc-a16606fc53a4,ACC_0022,ACC_0196,8435.3,2024-06-02T15:40:00,DEV_04206
52d98880-9caf-4e1a-95ed-6717a45fbd38,ACC_0060,ACC_0137,37064.24,2024-06-01T11:32:00,DEV_01435
fca457b3-53e4-4599-b3e8-a357c14e2cfd,ACC_0061,ACC_0042,48821.22,2024-06-01T21:05:00,DEV_03378
4d940d6c-96e5-4f3d-898e-8bdb4537a6eb,ACC_0030,ACC_0007,36915.17,2024-06-02T19:04:00,DEV_04242
215d7cc7-2045-4659-9bca-ee375652fc50,ACC_0059,ACC_0173,41879.12,2024-06-03T00:16:00,DEV_04810
7d55e389-0f75-46c9-a549-e1e687eb86fe,ACC_0161,ACC_0055,13599.72,2024-06-01T14:32:00,DEV_01287
e4bb7f3b-718b-4e99-b40e-b557bd6a2d99,ACC_0170,ACC_0055,32263.73,2024-06-03T01:45:00,DEV_00175
b8ff6304-473e-412c-8559-543f22b0b523,ACC_0024,ACC_0192,26758.36,2024-06-02T10:40:00,DEV_03440
6d35bf39-512d-47f1-b6f7-500301faee93,ACC_0179,ACC_0125,6510.47,2024-06-03T04:00:00,DEV_04988
6a532396-913a-4ffa-a167-f5c79065f777,ACC_0044,ACC_0135,31636.12,2024-06-03T03:18:00,DEV_03115
32449aa2-2645-49a7-b0c3-b1deb93a05ff,ACC_0015,ACC_0032,26145.54,2024-06-02T05:45:00,DEV_01349
fae9e23c-ed3d-4821-b622-e18245f068fa,ACC_0089,ACC_0198,40327.68,2024-06-02T04:49:00,DEV_00345
c39d1872-163a-4733-8a4e-0a1f06d7118b,ACC_0138,ACC_0055,25540.79,2024-06-01T18:02:00,DEV_02860
f2ee090f-9b90-46df-a852-9f4578def09b,ACC_0197,ACC_0033,6855.25,2024-06-02T17:26:00,DEV_04504
32d65cf2-05a8-4691-b60f-b1713c3be853,ACC_0168,ACC_0083,23516.45,2024-06-02T15:11:00,DEV_01751
063ff290-8201-4f35-af26-e89a64e08715,ACC_0055,ACC_0139,37884.87,2024-06-03T08:05:00,DEV_01648
23320808-1670-441b-8b3b-1f5c6b9ec427,ACC_0129,ACC_0070,41607.56,2024-06-02T02:32:00,DEV_03948
f55397c5-7adb-4d6a-8ecc-57a6dc61988e,ACC_0170,ACC_0087,43880.57,2024-06-03T03:11:00,DEV_01074
d3232c9c-ac45-443c-b7a7-132eada6d207,ACC_0165,ACC_0110,7216.99,2024-06-02T16:31:00,DEV_01489
612d6c59-e3c9-467b-bf4a-7629915dd0c7,ACC_0182,ACC_0137,6765.73,2024-06-01T12:06:00,DEV_00447
de72e268-b312-4c45-823c-7bded0cf6050,ACC_0062,ACC_0063,3012.84,2024-06-02T21:15:00,DEV_01849
18486d57-c4e7-4eb8-bdcd-a193293fe7a9,MULE_D2,MULE_D3,123663.99,2024-06-01T09:08:00,MULE_DEV_L4
e0459cf5-0b02-4fc7-839a-f7664d77c41d,ACC_0060,ACC_0031,36202.85,2024-06-02T06:32:00,DEV_00980
5c05d4e3-96f2-4770-8915-f71f933702cb,ACC_0008,ACC_0037,42508.28,2024-06-03T07:17:00,DEV_03590
415ba86b-6291-4841-9851-2df3014c6bca,ACC_0135,ACC_0097,16030.44,2024-06-01T20:49:00,DEV_03766
dc8921ce-9c42-49b0-9369-b8995d0d3da0,ACC_0094,ACC_0194,7641.09,2024-06-03T02:07:00,DEV_04171
92529067-0d00-4b28-88ab-991044b67a35,ACC_0185,ACC_0056,21788.03,2024-06-02T00:35:00,DEV_03390
b1307793-e025-439e-bc93-b8c8e217e592,MULE_ORIGIN,SMURF_01,6153.52,2024-06-01T09:03:00,MULE_DEV_SMURF
9193218f-cd16-4995-929d-dfbc699016ca,ACC_0061,ACC_0127,1801.03,2024-06-02T22:49:00,DEV_04689
1ea46fdc-44a2-4dd7-bf4c-bb4eb34dae90,ACC_0005,ACC_0093,15788.56,2024-06-01T23:37:00,DEV_02800
4272cc36-bc2f-485f-85ee-2e0129bad21e,ACC_0096,ACC_0061,19614.84,2024-06-01T14:34:00,DEV_03072
3ecb445b-60d5-4cc8-a453-ff6d21f8b3ec,ACC_0114,ACC_0107,14021.49,2024-06-02T19:58:00,DEV_00933
b6d32278-eca9-4ae3-9d19-c7bc251ecc36,ACC_0144,ACC_0179,13944.99,2024-06-01T16:27:00,DEV_04808
d02eeb0d-ae3c-4ddd-8af5-2fcfd544fbd9,ACC_0094,ACC_0111,3963.63,2024-06-03T06:20:00,DEV_02705
18a7a753-f35c-40b7-b164-84e2e232db6e,MULE_ORIGIN,SMURF_08,4472.72,2024-06-01T09:08:15,MULE_DEV_SMURF
c9d459bf-0a9f-4159-9c34-8c56fe4a6518,ACC_0183,ACC_0114,49863.49,2024-06-03T07:33:00,DEV_02619
1b028bb6-aca0-44d1-b0d7-9fad7bb1707d,ACC_0135,ACC_0140,25612.21,2024-06-02T19:39:00,DEV_04540
063cf465-a69b-4c66-9575-9ae35d6100f6,ACC_0022,ACC_0188,24556.04,2024-06-01T13:43:00,DEV_04364
45fcc3bc-25f6-495d-8370-0f60c97c7337,ACC_0187,ACC_0169,26311.31,2024-06-02T16:16:00,DEV_00256
7abcebef-1133-4aef-809d-c1a73153c5a5,ACC_0139,ACC_0034,36305.23,2024-06-02T23:58:00,DEV_04721
9d15ca93-16a5-4600-ae71-54b86216ca6f,ACC_0011,ACC_0092,10898.58,2024-06-02T02:02:00,DEV_00843
6db31e0b-39fc-4087-a634-12487c8edac7,ACC_0199,ACC_0038,39537.08,2024-06-03T01:41:00,DEV_00024
dac47c92-a51d-438b-b632-0a1e57664af7,ACC_0116,ACC_0067,37712.2,2024-06-03T04:31:00,DEV_02272
f4d10ecc-d68e-43d9-82e3-bd7990e0366e,ACC_0081,ACC_0080,26010.97,2024-06-02T22:04:00,DEV_03879
303d797c-3ae2-433f-8d39-4834476476e9,ACC_0053,ACC_0069,27685.82,2024-06-02T04:39:00,DEV_03590
fe924818-86c9-4315-88be-c4cd66784238,ACC_0084,ACC_0015,15021.41,2024-06-02T10:35:00,DEV_03529
527d70d3-e118-4c85-a282-376b68e4b7b8,ACC_0196,ACC_0148,19328.48,2024-06-01T09:24:00,DEV_02882
dba6942a-0636-4b3d-b6d8-fb387e5a2b14,MULE_ORIGIN,SMURF_02,6063.39,2024-06-01T09:03:45,MULE_DEV_SMURF
b4d10d72-d947-4b85-8aae-188460c69018,ACC_0179,ACC_0076,27942.86,2024-06-01T22:05:00,DEV_03445
ec015be5-6a44-4137-b422-78de7cb3042b,ACC_0074,ACC_0113,6655.38,2024-06-03T08:00:00,DEV_02492
2b11432f-45e4-46c3-8c7a-0690b0cba563,ACC_0118,ACC_0066,33507.95,2024-06-02T16:45:00,DEV_02357
